C,dphi,tau,C_cl,dphi_cl,tau_cl,F_res,F_cap,B,S,zone,phi_lock_T_cl,C_hat_cl,theta_C_cl,pi_gate_ok_cl,phi_lock_ok_cl,G_phi,phase_type,inversion_flag,F_phi,C_phi_signed,R_combo_signed_raw,R_combo_signed_unit
0.11856367928153,0.9434343434343434,0.8561159420289856,0.11856367928153,0.9434343434343434,0.8561159420289856,0.1075901642598975,0.1075901642598975,0.314,0.6861,regulativ,2.5683478260869568,0.0729578439237501,0.62,False,True,0.5870111204357282,inphase,0,0.06315662287006647,0.06959819821803326,0.5326810305886409,0.031149260864936773
0.11856367928153,0.958080808080808,0.8561159420289856,0.11856367928153,0.958080808080808,0.8561159420289856,0.1059454016012064,0.1059454016012064,0.307,0.6931,regulativ,2.5683478260869568,0.071476342320024,0.62,False,True,0.5750911147233958,inphase,0,0.06092825910665563,0.06818491848372227,0.5138863729252295,0.030050217233182436
0.11856367928153,0.9727272727272728,0.8561159420289856,0.11856367928153,0.9727272727272728,0.8561159420289856,0.1043501696975537,0.1043501696975537,0.3003,0.6998,regulativ,2.5683478260869568,0.0699795079621634,0.62,False,True,0.563047743287793,inphase,0,0.05875412755990585,0.06675701205536312,0.4955491252965753,0.028977921286584343
0.11856367928153,0.9873737373737372,0.8561159420289856,0.11856367928153,0.9873737373737372,0.8561159420289856,0.1028022643670018,0.1028022643670018,0.2937,0.7064,regulativ,2.5683478260869568,0.0684676619437279,0.62,False,True,0.5508835896138493,inphase,0,0.05663208041492586,0.06531478524043442,0.4776511724172522,0.02793131370874305
0.11856367928153,1.002020202020202,0.8561159420289856,0.11856367928153,1.002020202020202,0.8561159420289856,0.1012996103011535,0.1012996103011535,0.2874,0.7127,regulativ,2.5683478260869568,0.066941128578505,0.62,False,True,0.5386012630961063,inphase,0,0.05456009805934462,0.06385854741835371,0.4601754802985779,0.02690939841358346
0.11856367928153,1.0166666666666666,0.8561159420289856,0.11856367928153,1.0166666666666666,0.8561159420289856,0.0998402517821602,0.0998402517821602,0.2813,0.7188,regulativ,2.5683478260869568,0.0654002353309397,0.62,False,True,0.5262033984789651,inphase,0,0.05253627979276825,0.06238861097411115,0.4431060178895143,0.02591123796319799
0.11856367928153,1.0313131313131312,0.8561159420289856,0.11856367928153,1.0313131313131312,0.8561159420289856,0.0984223441907387,0.0984223441907387,0.2753,0.7248,regulativ,2.5683478260869568,0.0638453127458884,0.62,False,True,0.5136926552914919,inphase,0,0.0505588353273537,0.060905291231257985,0.4264276853900726,0.02493594937587366
0.11856367928153,1.045959595959596,0.8561159420289856,0.11856367928153,1.045959595959596,0.8561159420289856,0.0970441462276622,0.0970441462276622,0.2695,0.7306,regulativ,2.5683478260869568,0.0622766943777121,0.62,False,True,0.5010717172769099,inphase,0,0.04862607700196626,0.05940890638426502,0.4101262485832904,0.023982700286063537
0.11856367928153,1.0606060606060606,0.8561159420289856,0.11856367928153,1.0606060606060606,0.8561159420289856,0.0957040127797564,0.0957040127797564,0.2639,0.7362,regulativ,2.5683478260869568,0.0606947167187243,0.62,False,True,0.4883432918168964,interference,0,0.04673641264095257,0.057899777430265115,0.39418827860408046,0.023050705422286745
0.11856367928153,1.0752525252525251,0.8561159420289856,0.11856367928153,1.0752525252525251,0.8561159420289856,0.0944003883689472,0.0944003883689472,0.2583,0.7418,regulativ,2.5683478260869568,0.0590997191270075,0.62,False,True,0.4755101093508071,interference,0,0.04488833899607674,0.056378228100194355,0.3786010966266421,0.022139223372648273
0.11856367928153,1.08989898989899,0.8561159420289856,0.11856367928153,1.08989898989899,0.8561159420289856,0.0931318011295127,0.0931318011295127,0.253,0.7471,regulativ,2.5683478260869568,0.0574920437536166,0.62,False,True,0.4625749227899569,interference,0,0.04308043571677396,0.05484458478934695,0.36335272300785554,0.021247553610928525
0.11856367928153,1.1045454545454545,0.8561159420289856,0.11856367928153,1.1045454545454545,0.8561159420289856,0.0918968572645123,0.0918968572645123,0.2478,0.7523,regulativ,2.5683478260869568,0.055872035469182,0.62,False,True,0.4495405069270786,interference,0,0.04131135979969424,0.05329917648735856,0.348431830473144,0.0203750337590618
0.11856367928153,1.119191919191919,0.8561159420289856,0.11856367928153,1.119191919191919,0.8561159420289856,0.0906942359374948,0.0906942359374948,0.2427,0.7574,regulativ,2.5683478260869568,0.0542400417899295,0.62,False,True,0.4364096578410875,interference,0,0.039579840473640965,0.05174233470763294,0.33382770097458325,0.019521037064354478
0.11856367928153,1.133838383838384,0.8561159420289856,0.11856367928153,1.133838383838384,0.8561159420289856,0.0895226845601285,0.0895226845601285,0.2379,0.7622,regulativ,2.5683478260869568,0.0525964128031329,0.62,False,True,0.4231851922972803,interference,0,0.03788467448054675,0.05017439341622734,0.319530185889301,0.01868497007203136
