C0,tau0,tau_eff,HRV_mod,Delta_phi,C,F_res
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.05,0.0360423876628602,0.6171292533392689
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.06464646464646465,0.0360423876628602,0.4773109068795908
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.07929292929292929,0.0360423876628602,0.38914519796552627
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.09393939393939393,0.0360423876628602,0.32847202193864317
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.10858585858585859,0.0360423876628602,0.2841664933980819
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.12323232323232323,0.0360423876628602,0.2503926068876542
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.13787878787878788,0.0360423876628602,0.2237941248373173
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.1525252525252525,0.0360423876628602,0.20230396053174712
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.16717171717171717,0.0360423876628602,0.18457944435222848
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.18181818181818182,0.0360423876628602,0.16971054466829896
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.19646464646464645,0.0360423876628602,0.15705860174958258
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.21111111111111108,0.0360423876628602,0.14616219158035318
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.22575757575757577,0.0360423876628602,0.13667963328990518
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.2404040404040404,0.0360423876628602,0.12835251277434376
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.255050505050505,0.0360423876628602,0.12098177441700521
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.26969696969696966,0.0360423876628602,0.11441160314716786
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.28434343434343434,0.0360423876628602,0.108518287887367
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.298989898989899,0.0360423876628602,0.10320235824423586
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.3136363636363636,0.0360423876628602,0.09838292444539071
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.32828282828282823,0.0360423876628602,0.09399353243167329
0.12014129220953401,0.8561159420289856,0.8561159420289856,0.3,0.3429292929292929,0.0360423876628602,0.08997908112015851
