C,dphi,tau,C_cl,dphi_cl,tau_cl,F_res,F_cap,B,S,zone,phi_lock_T_cl,C_hat_cl,theta_C_cl,pi_gate_ok_cl,phi_lock_ok_cl
0.0360423876628602,0.05,0.8561159420289856,0.0360423876628602,0.05,0.8561159420289856,0.6171292533392689,0.6171292533392689,0.8984,0.1017,kohärent,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.0646464646464646,0.8561159420289856,0.0360423876628602,0.0646464646464646,0.8561159420289856,0.4773109068795911,0.4773109068795911,0.8599,0.1402,kohärent,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.0792929292929292,0.8561159420289856,0.0360423876628602,0.0792929292929292,0.8561159420289856,0.3891451979655266,0.3891451979655266,0.8216,0.1785,kohärent,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.0939393939393939,0.8561159420289856,0.0360423876628602,0.0939393939393939,0.8561159420289856,0.3284720219386432,0.3284720219386432,0.7833,0.2168,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.1085858585858585,0.8561159420289856,0.0360423876628602,0.1085858585858585,0.8561159420289856,0.2841664933980822,0.2841664933980822,0.7449,0.2552,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.1232323232323232,0.8561159420289856,0.0360423876628602,0.1232323232323232,0.8561159420289856,0.2503926068876543,0.2503926068876543,0.7067,0.2934,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.1378787878787878,0.8561159420289856,0.0360423876628602,0.1378787878787878,0.8561159420289856,0.2237941248373174,0.2237941248373174,0.6681,0.332,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.1525252525252525,0.8561159420289856,0.0360423876628602,0.1525252525252525,0.8561159420289856,0.2023039605317471,0.2023039605317471,0.63,0.3701,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.1671717171717171,0.8561159420289856,0.0360423876628602,0.1671717171717171,0.8561159420289856,0.1845794443522285,0.1845794443522285,0.5917,0.4084,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.1818181818181818,0.8561159420289856,0.0360423876628602,0.1818181818181818,0.8561159420289856,0.169710544668299,0.169710544668299,0.5533,0.4468,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.1964646464646464,0.8561159420289856,0.0360423876628602,0.1964646464646464,0.8561159420289856,0.1570586017495826,0.1570586017495826,0.515,0.4851,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.211111111111111,0.8561159420289856,0.0360423876628602,0.211111111111111,0.8561159420289856,0.1461621915803532,0.1461621915803532,0.4766,0.5235,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.2257575757575757,0.8561159420289856,0.0360423876628602,0.2257575757575757,0.8561159420289856,0.1366796332899052,0.1366796332899052,0.4386,0.5615,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.2404040404040404,0.8561159420289856,0.0360423876628602,0.2404040404040404,0.8561159420289856,0.1283525127743437,0.1283525127743437,0.4027,0.5974,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.255050505050505,0.8561159420289856,0.0360423876628602,0.255050505050505,0.8561159420289856,0.1209817744170052,0.1209817744170052,0.3741,0.626,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.2696969696969696,0.8561159420289856,0.0360423876628602,0.2696969696969696,0.8561159420289856,0.1144116031471678,0.1144116031471678,0.3429,0.6572,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.2843434343434343,0.8561159420289856,0.0360423876628602,0.2843434343434343,0.8561159420289856,0.108518287887367,0.108518287887367,0.3175,0.6826,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.298989898989899,0.8561159420289856,0.0360423876628602,0.298989898989899,0.8561159420289856,0.1032023582442358,0.1032023582442358,0.2953,0.7048,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.3136363636363636,0.8561159420289856,0.0360423876628602,0.3136363636363636,0.8561159420289856,0.0983829244453907,0.0983829244453907,0.2752,0.7249,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.3282828282828282,0.8561159420289856,0.0360423876628602,0.3282828282828282,0.8561159420289856,0.0939935324316733,0.0939935324316733,0.2567,0.7434,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.3429292929292929,0.8561159420289856,0.0360423876628602,0.3429292929292929,0.8561159420289856,0.0899790811201585,0.0899790811201585,0.2397,0.7604,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.3575757575757575,0.8561159420289856,0.0360423876628602,0.3575757575757575,0.8561159420289856,0.0862934972889655,0.0862934972889655,0.2246,0.7755,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.3722222222222222,0.8561159420289856,0.0360423876628602,0.3722222222222222,0.8561159420289856,0.0828979594037824,0.0828979594037824,0.2102,0.7899,regulativ,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.3868686868686868,0.8561159420289856,0.0360423876628602,0.3868686868686868,0.8561159420289856,0.0797595249093833,0.0797595249093833,0.1973,0.8028,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.4015151515151515,0.8561159420289856,0.0360423876628602,0.4015151515151515,0.8561159420289856,0.0768500579630033,0.0768500579630033,0.1855,0.8146,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.4161616161616161,0.8561159420289856,0.0360423876628602,0.4161616161616161,0.8561159420289856,0.0741453835929461,0.0741453835929461,0.1743,0.8258,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.4308080808080807,0.8561159420289856,0.0360423876628602,0.4308080808080807,0.8561159420289856,0.0716246143969374,0.0716246143969374,0.1642,0.8359,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.4454545454545454,0.8561159420289856,0.0360423876628602,0.4454545454545454,0.8561159420289856,0.0692696100686934,0.0692696100686934,0.1547,0.8454,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.46010101010101,0.8561159420289856,0.0360423876628602,0.46010101010101,0.8561159420289856,0.0670645401543223,0.0670645401543223,0.146,0.8541,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.4747474747474747,0.8561159420289856,0.0360423876628602,0.4747474747474747,0.8561159420289856,0.064995527745306,0.064995527745306,0.1377,0.8624,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.4893939393939393,0.8561159420289856,0.0360423876628602,0.4893939393939393,0.8561159420289856,0.0630503571523092,0.0630503571523092,0.1299,0.8702,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.5040404040404041,0.8561159420289856,0.0360423876628602,0.5040404040404041,0.8561159420289856,0.0612182325456789,0.0612182325456789,0.1226,0.8775,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.5186868686868686,0.8561159420289856,0.0360423876628602,0.5186868686868686,0.8561159420289856,0.0594895774884008,0.0594895774884008,0.1157,0.8844,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.5333333333333333,0.8561159420289856,0.0360423876628602,0.5333333333333333,0.8561159420289856,0.0578558675005564,0.0578558675005564,0.1093,0.8908,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.547979797979798,0.8561159420289856,0.0360423876628602,0.547979797979798,0.8561159420289856,0.0563094894751959,0.0563094894751959,0.1036,0.8965,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.5626262626262626,0.8561159420289856,0.0360423876628602,0.5626262626262626,0.8561159420289856,0.0548436230525921,0.0548436230525921,0.0981,0.902,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.5772727272727273,0.8561159420289856,0.0360423876628602,0.5772727272727273,0.8561159420289856,0.0534521400530075,0.0534521400530075,0.0925,0.9076,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.591919191919192,0.8561159420289856,0.0360423876628602,0.591919191919192,0.8561159420289856,0.0521295188400918,0.0521295188400918,0.0876,0.9125,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.6065656565656565,0.8561159420289856,0.0360423876628602,0.6065656565656565,0.8561159420289856,0.0508707710912469,0.0508707710912469,0.0829,0.9172,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.6212121212121212,0.8561159420289856,0.0360423876628602,0.6212121212121212,0.8561159420289856,0.049671378927307,0.049671378927307,0.0786,0.9215,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.6358585858585859,0.8561159420289856,0.0360423876628602,0.6358585858585859,0.8561159420289856,0.0485272407312054,0.0485272407312054,0.0744,0.9257,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.6505050505050505,0.8561159420289856,0.0360423876628602,0.6505050505050505,0.8561159420289856,0.0474346242861705,0.0474346242861705,0.0703,0.9298,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.6651515151515152,0.8561159420289856,0.0360423876628602,0.6651515151515152,0.8561159420289856,0.0463901261052297,0.0463901261052297,0.0667,0.9334,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.6797979797979798,0.8561159420289856,0.0360423876628602,0.6797979797979798,0.8561159420289856,0.0453906360182671,0.0453906360182671,0.0631,0.937,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.6944444444444444,0.8561159420289856,0.0360423876628602,0.6944444444444444,0.8561159420289856,0.0444333062404273,0.0444333062404273,0.0597,0.9404,fragmentiert,2.5683478260869568,0.0,0.62,False,True
0.0360423876628602,0.7090909090909091,0.8561159420289856,0.0360423876628602,0.7090909090909091,0.8561159420289856,0.0435155242739228,0.0435155242739228,0.0564,0.9437,fragmentiert,2.5683478260869568,0.0,0.62,False,True
