tau,x0,x1,x2,v0,v1,v2,eps,phi,K,zone,dwell
2.3499999999999996,-0.4964326827985524,-0.3718027637454944,0.11448420895479676,-0.4901285863245153,-0.3670813169649316,0.11303039754589371,0.10794779006037644,0.0,0.45043960549868584,F,3
2.3999999999999995,-0.5196980304077818,-0.38922732268437726,0.11984951830970446,-0.4653069521845877,-0.3484911787776569,0.10730618709815387,0.10308539406345135,0.0,0.4457212581867496,F,3
2.4499999999999993,-0.5416641329409918,-0.40567881331654915,0.12491520386883789,-0.4393220506641986,-0.329029812643438,0.10131371118266864,0.09849065890918751,0.0,0.441077661678782,F,3
2.499999999999999,-0.5622760751418493,-0.42111610691542967,0.12966860141829922,-0.412238844017149,-0.30874587197761055,0.09506795098922675,0.09414645595630082,0.0,0.4365554431572266,F,3
2.549999999999999,-0.5814823271548522,-0.43550061024702164,0.1340978274642148,-0.38412504026005656,-0.28769006663183905,0.08858452091831179,0.0900364411761323,0.0,0.43219961892360775,F,3
2.5999999999999988,-0.5992348733499678,-0.44879636205299606,0.13819180894146987,-0.35505092390231396,-0.26591503611948797,0.08187962954510104,0.08614506961957608,0.0,0.42805312682074315,F,3
2.6499999999999986,-0.6154893323617087,-0.460970122953838,0.14194031089637124,-0.3250891802348156,-0.24347521801683816,0.07497003909802755,0.08245760297849106,0.0,0.42415640701579316,F,3
2.6999999999999984,-0.6302050680425452,-0.4719914585472953,0.14533396207403168,-0.2943147136167302,-0.22042671186914625,0.06787302355320898,0.0789601109174419,0.0,0.42054703596648674,F,3
2.7499999999999982,-0.6433452910532753,-0.4818328154943844,0.14836427834650706,-0.2628044602146029,-0.1968271389417815,0.0606063254495074,0.07563946685685038,0.0,0.4172594156281945,F,3
2.799999999999998,-0.6548771508363723,-0.4904695904027375,0.15102368392311616,-0.23063719566193913,-0.17273549816706227,0.053188111532182045,0.07248333888293863,0.0,0.4143245172904668,F,3
2.849999999999998,-0.6647718177423784,-0.49788019133508377,0.15330553028991747,-0.1978933381201205,-0.1482120186469254,0.045636927336026235,0.06948017644351115,0.0,0.4117696770626595,F,3
2.8999999999999977,-0.6730045551040285,-0.5040460917890923,0.155204112830994,-0.16465474723300158,-0.12331800908017121,0.03797165082153036,0.06661919346187103,0.0,0.4096184381267341,F,3
2.9499999999999975,-0.6795547810779184,-0.5089518770136281,0.15671468508999303,-0.13100451947780015,-0.09811570449071659,0.03021144517998066,0.0638903484643596,0.0,0.4078904335598743,F,3
2.9999999999999973,-0.6844061200991136,-0.5125852825456299,0.15783347063626707,-0.09702678042390422,-0.07266811064003519,0.022375710925481004,0.0612843222708177,0.0,0.4066013028645228,F,3
