id,K,varphi,varphi_deg,tau_rgn,zone,B,S,R_Qeff_raw,R_PLV,R_combo_norm,F_res,F_cap,C,C_cl,dphi_cl,tau_cl
5656,0.0348091933112172,0.8702020202020202,49.85890308133376,0.8561159420289856,regulativ,0.4877,0.5124,0.983812864316536,0.644672124196401,0.0348091933112172,0.1491186762276546,0.1491186762276546,0.1515721959289979,0.1515721959289979,0.8702020202020202,0.8561159420289856
5657,0.0335549677409931,0.8848484848484849,50.69808369036375,0.8561159420289856,regulativ,0.4786,0.5215,0.967528290649196,0.6334067540653382,0.0335549677409931,0.1466503876371283,0.1466503876371283,0.1515721959289979,0.1515721959289979,0.8848484848484849,0.8561159420289856
5658,0.0323340070349222,0.8994949494949495,51.53726429939374,0.8561159420289856,regulativ,0.4693,0.5308,0.9517740399873056,0.6220055086262782,0.0323340070349222,0.1442624812690898,0.1442624812690898,0.1515721959289979,0.1515721959289979,0.8994949494949495,0.8561159420289856
5659,0.0311448465309473,0.914141414141414,52.376444908423736,0.8561159420289856,regulativ,0.4603,0.5398,0.9365246216670672,0.6104708336184331,0.0311448465309473,0.1419510934476513,0.1419510934476513,0.1515721959289979,0.1515721959289979,0.914141414141414,0.8561159420289856
5660,0.0299861155010521,0.9287878787878788,53.21562551745374,0.8561159420289856,regulativ,0.4511,0.549,0.9217561529186468,0.5988052034036709,0.0299861155010521,0.1397126042089445,0.1397126042089445,0.1515721959289979,0.1515721959289979,0.9287878787878788,0.8561159420289856
5661,0.0288565298315748,0.9434343434343434,54.054806126483726,0.8561159420289856,regulativ,0.4421,0.558,0.9074462340564194,0.5870111204357283,0.0288565298315748,0.1375436183834308,0.1375436183834308,0.1515721959289979,0.1515721959289979,0.9434343434343434,0.8561159420289856
5662,0.0277548853745955,0.958080808080808,54.893986735513714,0.8561159420289856,regulativ,0.433,0.5671,0.8935738351172333,0.5750911147233959,0.0277548853745955,0.1354409484134153,0.1354409484134153,0.1515721959289979,0.1515721959289979,0.958080808080808,0.8561159420289856
5663,0.0266800518996719,0.9727272727272728,55.733167344543716,0.8561159420289856,regulativ,0.4242,0.5759,0.8801191927400785,0.5630477432877931,0.0266800518996719,0.1334015987228706,0.1334015987228706,0.1515721959289979,0.1515721959289979,0.9727272727272728,0.8561159420289856
5664,0.0256309675835916,0.9873737373737372,56.5723479535737,0.8561159420289856,regulativ,0.4157,0.5844,0.8670637162237297,0.5508835896138493,0.0256309675835916,0.1314227514783882,0.1314227514783882,0.1515721959289979,0.1515721959289979,0.9873737373737372,0.8561159420289856
5665,0.0246066339830977,1.002020202020202,57.4115285626037,0.8561159420289856,regulativ,0.4076,0.5925,0.8543899018232819,0.5386012630961065,0.0246066339830977,0.1295017535989157,0.1295017535989157,0.1515721959289979,0.1515721959289979,1.002020202020202,0.8561159420289856
5666,0.0236061114418881,1.0166666666666666,58.250709171633694,0.8561159420289856,regulativ,0.3995,0.6006,0.8420812544547399,0.5262033984789651,0.0236061114418881,0.1276361048883501,0.1276361048883501,0.1515721959289979,0.1515721959289979,1.0166666666666666,0.8561159420289856
5667,0.022628514888723,1.0313131313131312,59.08988978066368,0.8561159420289856,regulativ,0.3918,0.6083,0.8301222160712006,0.513692655291492,0.022628514888723,0.1258234471793579,0.1258234471793579,0.1515721959289979,0.1515721959289979,1.0313131313131312,0.8561159420289856
5668,0.0216730099883092,1.045959595959596,59.929070389693685,0.8561159420289856,regulativ,0.3839,0.6162,0.8184981000566834,0.5010717172769099,0.0216730099883092,0.1240615543893041,0.1240615543893041,0.1515721959289979,0.1515721959289979,1.045959595959596,0.8561159420289856
5669,0.0207388096108647,1.0606060606060606,60.76825099872367,0.8561159420289856,regulativ,0.3772,0.6229,0.8071950310559007,0.4883432918168964,0.0207388096108647,0.1223483234001185,0.1223483234001185,0.1515721959289979,0.1515721959289979,1.0606060606060606,0.8561159420289856
5670,0.0198251705899848,1.0752525252525251,61.60743160775366,0.8561159420289856,regulativ,0.3685,0.6316,0.7961998897216495,0.4755101093508072,0.0198251705899848,0.1206817656835363,0.1206817656835363,0.1515721959289979,0.1515721959289979,1.0752525252525251,0.8561159420289856
5671,0.0189313907416938,1.08989898989899,62.44661221678366,0.8561159420289856,regulativ,0.3627,0.6374,0.7855002619172342,0.4625749227899569,0.0189313907416938,0.1190599996015981,0.1190599996015981,0.1515721959289979,0.1515721959289979,1.08989898989899,0.8561159420289856
5672,0.0180568061204454,1.1045454545454545,63.28579282581365,0.8561159420289856,regulativ,0.3562,0.6439,0.7750843919603985,0.4495405069270786,0.0180568061204454,0.1174812433197297,0.1174812433197297,0.1515721959289979,0.1515721959289979,1.1045454545454545,0.8561159420289856
5673,0.0172007884903708,1.119191919191919,64.12497343484364,0.8561159420289856,regulativ,0.3498,0.6503,0.7649411395385342,0.4364096578410875,0.0172007884903708,0.1159438082762856,0.1159438082762856,0.1515721959289979,0.1515721959289979,1.119191919191919,0.8561159420289856
5674,0.0163627429923173,1.133838383838384,64.96415404387366,0.8561159420289856,regulativ,0.343,0.6571,0.7550599399632031,0.4231851922972803,0.0163627429923173,0.11444609315824,0.11444609315824,0.1515721959289979,0.1515721959289979,1.133838383838384,0.8561159420289856
5675,0.0155421059892045,1.1484848484848484,65.80333465290363,0.8561159420289856,regulativ,0.3369,0.6632,0.7454307674658713,0.4098699471430982,0.0155421059892045,0.1129865783378403,0.1129865783378403,0.1515721959289979,0.1515721959289979,1.1484848484848484,0.8561159420289856
5676,0.0147383430739858,1.163131313131313,66.64251526193362,0.8561159420289856,regulativ,0.3309,0.6692,0.7360441012667788,0.3964667786995771,0.0147383430739858,0.1115638207295913,0.1115638207295913,0.1515721959289979,0.1515721959289979,1.163131313131313,0.8561159420289856
5677,0.0139509472260657,1.1777777777777778,67.48169587096362,0.8561159420289856,regulativ,0.3251,0.675,0.7268908941755537,0.382978562148626,0.0139509472260657,0.1101764490309815,0.1101764490309815,0.1515721959289979,0.1515721959289979,1.1777777777777778,0.8561159420289856
5678,0.0131794371034151,1.1924242424242424,68.32087647999361,0.8561159420289856,regulativ,0.3193,0.6808,0.7179625435058837,0.3694081909162571,0.0131794371034151,0.1088231593139554,0.1088231593139554,0.1515721959289979,0.1515721959289979,1.1924242424242424,0.8561159420289856
5679,0.012423355458863,1.207070707070707,69.16005708902361,0.8561159420289856,regulativ,0.3136,0.6865,0.7092508641076952,0.3557585760519008,0.012423355458863,0.1075027109373426,0.1075027109373426,0.1515721959289979,0.1515721959289979,1.207070707070707,0.8561159420289856
5680,0.0116822676701502,1.2217171717171718,69.9992376980536,0.8561159420289856,regulativ,0.3082,0.6919,0.7007480633391449,0.3420326456039428,0.0116822676701502,0.1062139227533066,0.1062139227533066,0.1515721959289979,0.1515721959289979,1.2217171717171718,0.8561159420289856
5681,0.0109557603743164,1.2363636363636363,70.8384183070836,0.8561159420289856,regulativ,0.3029,0.6972,0.6924467178175618,0.3282333439916134,0.0109557603743164,0.104955669583435,0.104955669583435,0.1515721959289979,0.1515721959289979,1.2363636363636363,0.8561159420289856
5682,0.0102434401978758,1.251010101010101,71.67759891611358,0.8561159420289856,regulativ,0.2976,0.7025,0.6843397518035492,0.3143636313733647,0.0102434401978758,0.1037268789423693,0.1037268789423693,0.1515721959289979,0.1515721959289979,1.251010101010101,0.8561159420289856
5683,0.0095449325750267,1.2656565656565657,72.51677952514359,0.8561159420289856,regulativ,0.2924,0.7077,0.6764204170859502,0.3004264830118722,0.0095449325750267,0.1025265279889261,0.1025265279889261,0.1515721959289979,0.1515721959289979,1.2656565656565657,0.8561159420289856
5684,0.0088598806468513,1.2803030303030305,73.35596013417359,0.8561159420289856,regulativ,0.2876,0.7125,0.6686822742474916,0.2864248886357961,0.0088598806468513,0.1013536406864887,0.1013536406864887,0.1515721959289979,0.1515721959289979,1.2803030303030305,0.8561159420289856
5685,0.0081879442350988,1.2949494949494949,74.19514074320357,0.8561159420289856,regulativ,0.2827,0.7174,0.6611191752017908,0.27236185179844,0.0081879442350988,0.1002072851561033,0.1002072851561033,0.1515721959289979,0.1515721959289979,1.2949494949494949,0.8561159420289856
5686,0.007528798884717,1.3095959595959596,75.03432135223358,0.8561159420289856,regulativ,0.278,0.7221,0.6537252469021949,0.2582403892334412,0.007528798884717,0.099086571207192,0.099086571207192,0.1515721959289979,0.1515721959289979,1.3095959595959596,0.8561159420289856
5687,0.0068821349698169,1.3242424242424242,75.87350196126356,0.8561159420289856,regulativ,0.2732,0.7269,0.6464948761317282,0.2440635302076388,0.0068821349698169,0.0979906480321315,0.0979906480321315,0.1515721959289979,0.1515721959289979,1.3242424242424242,0.8561159420289856
5688,0.0062476568582164,1.3388888888888888,76.71268257029355,0.8561159420289856,regulativ,0.2689,0.7312,0.6394226952913585,0.2298343158712481,0.0062476568582164,0.0969187020521497,0.0969187020521497,0.1515721959289979,0.1515721959289979,1.3388888888888888,0.8561159420289856
5689,0.0056250821301319,1.3535353535353536,77.55186317932355,0.8561159420289856,regulativ,0.2645,0.7356,0.632503569110967,0.2155557986054885,0.0056250821301319,0.0958699549030779,0.0958699549030779,0.1515721959289979,0.1515721959289979,1.3535353535353536,0.8561159420289856
5690,0.0050141408469656,1.3681818181818182,78.39104378835354,0.8561159420289856,regulativ,0.2602,0.7399,0.6257325822138765,0.2012310413678024,0.0050141408469656,0.0948436615504794,0.0948436615504794,0.1515721959289979,0.1515721959289979,1.3681818181818182,0.8561159420289856
